"success","trial_type","trial_index","time_elapsed","internal_node_id","timeout","failed_images","failed_audio","failed_video","rt","response","question_order","stimulus","load_time","raw_gaze","percent_in_roi","average_offset","validation_points","samples_per_sec","task","phase","ans","ISI","webgazer_data","webgazer_targets","size","target","response_answer","correct","webgazer_targets_data"
"","html-button-response","10","343396","0.0-5.0-4.0-0.0-0.0","","","","","1023","0","","
          <p>校准的精度较低。</p>
          <p>请重新校准.</p>
          <p>在下一个屏幕上，注视圆点并单击它们。<p>
        ","","","","","","","","recalibration","","","","","","","","",""
"","webgazer-calibrate","11","353162","0.0-5.0-4.0-0.0-1.0","","","","","","","","","","","","","","","","recalibration","","","","","","","","",""
"","html-button-response","12","355020","0.0-5.0-4.0-0.0-2.0","","","","","1858","0","","
        <p>展示眼球追踪的准确性</p>
        <p>保持头不动，当每个点出现时，移动眼睛聚焦在它上面。</p>
        <p>不需要点击点。移动眼睛看这些点。</p>
      ","","","","","","","","recalibration","","","","","","","","",""
"","webgazer-validate","13","373186","0.0-5.0-4.0-0.0-3.0","","","","","","","","","","[[{""x"":514,""y"":251,""dx"":23,""dy"":-30,""t"":989},{""x"":514,""y"":284,""dx"":23,""dy"":3,""t"":1023},{""x"":503,""y"":282,""dx"":12,""dy"":1,""t"":1058},{""x"":537,""y"":284,""dx"":46,""dy"":3,""t"":1091},{""x"":511,""y"":372,""dx"":20,""dy"":91,""t"":1126},{""x"":502,""y"":454,""dx"":11,""dy"":173,""t"":1159},{""x"":497,""y"":544,""dx"":6,""dy"":263,""t"":1193},{""x"":526,""y"":549,""dx"":35,""dy"":268,""t"":1228},{""x"":471,""y"":573,""dx"":-20,""dy"":292,""t"":1262},{""x"":430,""y"":541,""dx"":-61,""dy"":260,""t"":1295},{""x"":444,""y"":506,""dx"":-47,""dy"":225,""t"":1330},{""x"":443,""y"":458,""dx"":-48,""dy"":177,""t"":1364},{""x"":469,""y"":445,""dx"":-22,""dy"":164,""t"":1398},{""x"":505,""y"":451,""dx"":14,""dy"":170,""t"":1431},{""x"":503,""y"":427,""dx"":12,""dy"":146,""t"":1466},{""x"":521,""y"":417,""dx"":30,""dy"":136,""t"":1500},{""x"":540,""y"":393,""dx"":49,""dy"":112,""t"":1534},{""x"":524,""y"":417,""dx"":33,""dy"":136,""t"":1568},{""x"":533,""y"":439,""dx"":42,""dy"":158,""t"":1602},{""x"":537,""y"":428,""dx"":46,""dy"":147,""t"":1636},{""x"":532,""y"":435,""dx"":41,""dy"":154,""t"":1670},{""x"":501,""y"":414,""dx"":10,""dy"":133,""t"":1704},{""x"":520,""y"":407,""dx"":29,""dy"":126,""t"":1738},{""x"":551,""y"":376,""dx"":60,""dy"":95,""t"":1772},{""x"":544,""y"":378,""dx"":53,""dy"":97,""t"":1806},{""x"":574,""y"":392,""dx"":83,""dy"":111,""t"":1840},{""x"":594,""y"":339,""dx"":103,""dy"":58,""t"":1874},{""x"":594,""y"":343,""dx"":103,""dy"":62,""t"":1908},{""x"":605,""y"":346,""dx"":114,""dy"":65,""t"":1942},{""x"":580,""y"":379,""dx"":89,""dy"":98,""t"":1976},{""x"":574,""y"":398,""dx"":83,""dy"":117,""t"":2009},{""x"":561,""y"":409,""dx"":70,""dy"":128,""t"":2044},{""x"":546,""y"":399,""dx"":55,""dy"":118,""t"":2077},{""x"":556,""y"":403,""dx"":65,""dy"":122,""t"":2112},{""x"":561,""y"":418,""dx"":70,""dy"":137,""t"":2146},{""x"":558,""y"":405,""dx"":67,""dy"":124,""t"":2180},{""x"":549,""y"":366,""dx"":58,""dy"":85,""t"":2213},{""x"":548,""y"":361,""dx"":57,""dy"":80,""t"":2247},{""x"":544,""y"":356,""dx"":53,""dy"":75,""t"":2281},{""x"":534,""y"":362,""dx"":43,""dy"":81,""t"":2315},{""x"":533,""y"":386,""dx"":42,""dy"":105,""t"":2349},{""x"":546,""y"":409,""dx"":55,""dy"":128,""t"":2384},{""x"":556,""y"":375,""dx"":65,""dy"":94,""t"":2418},{""x"":575,""y"":355,""dx"":84,""dy"":74,""t"":2452},{""x"":581,""y"":353,""dx"":90,""dy"":72,""t"":2486},{""x"":570,""y"":337,""dx"":79,""dy"":56,""t"":2520},{""x"":566,""y"":305,""dx"":75,""dy"":24,""t"":2551},{""x"":555,""y"":336,""dx"":64,""dy"":55,""t"":2588},{""x"":557,""y"":327,""dx"":66,""dy"":46,""t"":2621},{""x"":556,""y"":355,""dx"":65,""dy"":74,""t"":2655},{""x"":563,""y"":375,""dx"":72,""dy"":94,""t"":2690},{""x"":524,""y"":391,""dx"":33,""dy"":110,""t"":2724},{""x"":515,""y"":404,""dx"":24,""dy"":123,""t"":2758},{""x"":508,""y"":394,""dx"":17,""dy"":113,""t"":2792},{""x"":519,""y"":405,""dx"":28,""dy"":124,""t"":2826},{""x"":528,""y"":403,""dx"":37,""dy"":122,""t"":2860},{""x"":557,""y"":410,""dx"":66,""dy"":129,""t"":2893},{""x"":547,""y"":397,""dx"":56,""dy"":116,""t"":2927},{""x"":551,""y"":406,""dx"":60,""dy"":125,""t"":2962},{""x"":570,""y"":410,""dx"":79,""dy"":129,""t"":2996}],[{""x"":1524,""y"":331,""dx"":73,""dy"":50,""t"":4015},{""x"":1547,""y"":314,""dx"":96,""dy"":33,""t"":4051},{""x"":1566,""y"":307,""dx"":115,""dy"":26,""t"":4083},{""x"":1589,""y"":289,""dx"":138,""dy"":8,""t"":4118},{""x"":1579,""y"":289,""dx"":128,""dy"":8,""t"":4149},{""x"":1588,""y"":278,""dx"":137,""dy"":-3,""t"":4186},{""x"":1577,""y"":288,""dx"":126,""dy"":7,""t"":4220},{""x"":1556,""y"":287,""dx"":105,""dy"":6,""t"":4254},{""x"":1536,""y"":321,""dx"":85,""dy"":40,""t"":4287},{""x"":1330,""y"":424,""dx"":-121,""dy"":143,""t"":4321},{""x"":1159,""y"":478,""dx"":-292,""dy"":197,""t"":4356},{""x"":1106,""y"":463,""dx"":-345,""dy"":182,""t"":4390},{""x"":1135,""y"":472,""dx"":-316,""dy"":191,""t"":4424},{""x"":1195,""y"":480,""dx"":-256,""dy"":199,""t"":4458},{""x"":1253,""y"":452,""dx"":-198,""dy"":171,""t"":4492},{""x"":1318,""y"":413,""dx"":-133,""dy"":132,""t"":4526},{""x"":1356,""y"":380,""dx"":-95,""dy"":99,""t"":4558},{""x"":1424,""y"":386,""dx"":-27,""dy"":105,""t"":4594},{""x"":1410,""y"":377,""dx"":-41,""dy"":96,""t"":4628},{""x"":1381,""y"":340,""dx"":-70,""dy"":59,""t"":4662},{""x"":1364,""y"":314,""dx"":-87,""dy"":33,""t"":4696},{""x"":1412,""y"":323,""dx"":-39,""dy"":42,""t"":4730},{""x"":1399,""y"":338,""dx"":-52,""dy"":57,""t"":4763},{""x"":1416,""y"":316,""dx"":-35,""dy"":35,""t"":4797},{""x"":1415,""y"":294,""dx"":-36,""dy"":13,""t"":4832},{""x"":1457,""y"":251,""dx"":6,""dy"":-30,""t"":4866},{""x"":1406,""y"":277,""dx"":-45,""dy"":-4,""t"":4900},{""x"":1381,""y"":253,""dx"":-70,""dy"":-28,""t"":4934},{""x"":1427,""y"":287,""dx"":-24,""dy"":6,""t"":4968},{""x"":1420,""y"":302,""dx"":-31,""dy"":21,""t"":5002},{""x"":1391,""y"":316,""dx"":-60,""dy"":35,""t"":5036},{""x"":1421,""y"":329,""dx"":-30,""dy"":48,""t"":5070},{""x"":1411,""y"":328,""dx"":-40,""dy"":47,""t"":5104},{""x"":1416,""y"":287,""dx"":-35,""dy"":6,""t"":5138},{""x"":1504,""y"":306,""dx"":53,""dy"":25,""t"":5171},{""x"":1510,""y"":325,""dx"":59,""dy"":44,""t"":5205},{""x"":1556,""y"":331,""dx"":105,""dy"":50,""t"":5239},{""x"":1587,""y"":325,""dx"":136,""dy"":44,""t"":5273},{""x"":1587,""y"":330,""dx"":136,""dy"":49,""t"":5308},{""x"":1540,""y"":337,""dx"":89,""dy"":56,""t"":5342},{""x"":1505,""y"":358,""dx"":54,""dy"":77,""t"":5376},{""x"":1509,""y"":320,""dx"":58,""dy"":39,""t"":5410},{""x"":1517,""y"":339,""dx"":66,""dy"":58,""t"":5444},{""x"":1484,""y"":350,""dx"":33,""dy"":69,""t"":5478},{""x"":1435,""y"":300,""dx"":-16,""dy"":19,""t"":5512},{""x"":1432,""y"":318,""dx"":-19,""dy"":37,""t"":5546},{""x"":1454,""y"":360,""dx"":3,""dy"":79,""t"":5580},{""x"":1467,""y"":378,""dx"":16,""dy"":97,""t"":5614},{""x"":1461,""y"":401,""dx"":10,""dy"":120,""t"":5647},{""x"":1465,""y"":401,""dx"":14,""dy"":120,""t"":5682},{""x"":1469,""y"":401,""dx"":18,""dy"":120,""t"":5714},{""x"":1483,""y"":361,""dx"":32,""dy"":80,""t"":5750},{""x"":1469,""y"":305,""dx"":18,""dy"":24,""t"":5784},{""x"":1490,""y"":306,""dx"":39,""dy"":25,""t"":5819},{""x"":1463,""y"":291,""dx"":12,""dy"":10,""t"":5852},{""x"":1400,""y"":310,""dx"":-51,""dy"":29,""t"":5885},{""x"":1406,""y"":342,""dx"":-45,""dy"":61,""t"":5920},{""x"":1415,""y"":372,""dx"":-36,""dy"":91,""t"":5954},{""x"":1414,""y"":352,""dx"":-37,""dy"":71,""t"":5988}],[{""x"":1036,""y"":565,""dx"":65,""dy"":14,""t"":7008},{""x"":1035,""y"":560,""dx"":64,""dy"":9,""t"":7041},{""x"":1021,""y"":585,""dx"":50,""dy"":34,""t"":7076},{""x"":1003,""y"":572,""dx"":32,""dy"":21,""t"":7110},{""x"":1003,""y"":570,""dx"":32,""dy"":19,""t"":7144},{""x"":1013,""y"":565,""dx"":42,""dy"":14,""t"":7178},{""x"":1001,""y"":582,""dx"":30,""dy"":31,""t"":7212},{""x"":981,""y"":591,""dx"":10,""dy"":40,""t"":7245},{""x"":855,""y"":634,""dx"":-116,""dy"":83,""t"":7279},{""x"":754,""y"":643,""dx"":-217,""dy"":92,""t"":7314},{""x"":714,""y"":670,""dx"":-257,""dy"":119,""t"":7349},{""x"":732,""y"":618,""dx"":-239,""dy"":67,""t"":7382},{""x"":744,""y"":636,""dx"":-227,""dy"":85,""t"":7416},{""x"":786,""y"":641,""dx"":-185,""dy"":90,""t"":7450},{""x"":834,""y"":625,""dx"":-137,""dy"":74,""t"":7484},{""x"":859,""y"":612,""dx"":-112,""dy"":61,""t"":7518},{""x"":871,""y"":604,""dx"":-100,""dy"":53,""t"":7551},{""x"":896,""y"":589,""dx"":-75,""dy"":38,""t"":7586},{""x"":921,""y"":588,""dx"":-50,""dy"":37,""t"":7620},{""x"":939,""y"":587,""dx"":-32,""dy"":36,""t"":7654},{""x"":953,""y"":585,""dx"":-18,""dy"":34,""t"":7686},{""x"":974,""y"":609,""dx"":3,""dy"":58,""t"":7721},{""x"":988,""y"":600,""dx"":17,""dy"":49,""t"":7756},{""x"":974,""y"":580,""dx"":3,""dy"":29,""t"":7789},{""x"":1016,""y"":588,""dx"":45,""dy"":37,""t"":7824},{""x"":1057,""y"":575,""dx"":86,""dy"":24,""t"":7858},{""x"":1081,""y"":577,""dx"":110,""dy"":26,""t"":7891},{""x"":1093,""y"":577,""dx"":122,""dy"":26,""t"":7926},{""x"":1117,""y"":554,""dx"":146,""dy"":3,""t"":7960},{""x"":1099,""y"":526,""dx"":128,""dy"":-25,""t"":7994},{""x"":1095,""y"":554,""dx"":124,""dy"":3,""t"":8027},{""x"":1064,""y"":526,""dx"":93,""dy"":-25,""t"":8062},{""x"":1036,""y"":502,""dx"":65,""dy"":-49,""t"":8094},{""x"":1043,""y"":504,""dx"":72,""dy"":-47,""t"":8131},{""x"":1063,""y"":566,""dx"":92,""dy"":15,""t"":8164},{""x"":1053,""y"":592,""dx"":82,""dy"":41,""t"":8197},{""x"":1047,""y"":608,""dx"":76,""dy"":57,""t"":8232},{""x"":1019,""y"":588,""dx"":48,""dy"":37,""t"":8266},{""x"":985,""y"":578,""dx"":14,""dy"":27,""t"":8300},{""x"":954,""y"":580,""dx"":-17,""dy"":29,""t"":8334},{""x"":976,""y"":598,""dx"":5,""dy"":47,""t"":8367},{""x"":955,""y"":595,""dx"":-16,""dy"":44,""t"":8402},{""x"":942,""y"":583,""dx"":-29,""dy"":32,""t"":8436},{""x"":955,""y"":605,""dx"":-16,""dy"":54,""t"":8469},{""x"":980,""y"":617,""dx"":9,""dy"":66,""t"":8504},{""x"":1010,""y"":611,""dx"":39,""dy"":60,""t"":8537},{""x"":1045,""y"":589,""dx"":74,""dy"":38,""t"":8571},{""x"":1060,""y"":575,""dx"":89,""dy"":24,""t"":8607},{""x"":1068,""y"":577,""dx"":97,""dy"":26,""t"":8641},{""x"":1098,""y"":567,""dx"":127,""dy"":16,""t"":8675},{""x"":1114,""y"":582,""dx"":143,""dy"":31,""t"":8708},{""x"":1116,""y"":559,""dx"":145,""dy"":8,""t"":8742},{""x"":1121,""y"":569,""dx"":150,""dy"":18,""t"":8776},{""x"":1124,""y"":576,""dx"":153,""dy"":25,""t"":8810},{""x"":1088,""y"":605,""dx"":117,""dy"":54,""t"":8844},{""x"":1071,""y"":606,""dx"":100,""dy"":55,""t"":8878},{""x"":1074,""y"":599,""dx"":103,""dy"":48,""t"":8912},{""x"":1047,""y"":610,""dx"":76,""dy"":59,""t"":8947},{""x"":1061,""y"":587,""dx"":90,""dy"":36,""t"":8980},{""x"":1067,""y"":567,""dx"":96,""dy"":16,""t"":9013}],[{""x"":498,""y"":747,""dx"":7,""dy"":-74,""t"":10034},{""x"":501,""y"":687,""dx"":10,""dy"":-134,""t"":10068},{""x"":502,""y"":722,""dx"":11,""dy"":-99,""t"":10102},{""x"":512,""y"":738,""dx"":21,""dy"":-83,""t"":10136},{""x"":489,""y"":726,""dx"":-2,""dy"":-95,""t"":10170},{""x"":487,""y"":725,""dx"":-4,""dy"":-96,""t"":10204},{""x"":527,""y"":706,""dx"":36,""dy"":-115,""t"":10238},{""x"":537,""y"":714,""dx"":46,""dy"":-107,""t"":10271},{""x"":535,""y"":707,""dx"":44,""dy"":-114,""t"":10306},{""x"":509,""y"":752,""dx"":18,""dy"":-69,""t"":10341},{""x"":487,""y"":760,""dx"":-4,""dy"":-61,""t"":10374},{""x"":469,""y"":743,""dx"":-22,""dy"":-78,""t"":10408},{""x"":456,""y"":738,""dx"":-35,""dy"":-83,""t"":10442},{""x"":442,""y"":754,""dx"":-49,""dy"":-67,""t"":10476},{""x"":429,""y"":753,""dx"":-62,""dy"":-68,""t"":10509},{""x"":434,""y"":745,""dx"":-57,""dy"":-76,""t"":10543},{""x"":445,""y"":736,""dx"":-46,""dy"":-85,""t"":10578},{""x"":445,""y"":703,""dx"":-46,""dy"":-118,""t"":10612},{""x"":447,""y"":721,""dx"":-44,""dy"":-100,""t"":10645},{""x"":476,""y"":735,""dx"":-15,""dy"":-86,""t"":10680},{""x"":485,""y"":717,""dx"":-6,""dy"":-104,""t"":10714},{""x"":484,""y"":758,""dx"":-7,""dy"":-63,""t"":10748},{""x"":501,""y"":798,""dx"":10,""dy"":-23,""t"":10782},{""x"":566,""y"":820,""dx"":75,""dy"":-1,""t"":10815},{""x"":588,""y"":816,""dx"":97,""dy"":-5,""t"":10850},{""x"":577,""y"":794,""dx"":86,""dy"":-27,""t"":10884},{""x"":555,""y"":767,""dx"":64,""dy"":-54,""t"":10919},{""x"":543,""y"":775,""dx"":52,""dy"":-46,""t"":10952},{""x"":509,""y"":769,""dx"":18,""dy"":-52,""t"":10985},{""x"":516,""y"":729,""dx"":25,""dy"":-92,""t"":11020},{""x"":483,""y"":758,""dx"":-8,""dy"":-63,""t"":11053},{""x"":485,""y"":713,""dx"":-6,""dy"":-108,""t"":11087},{""x"":488,""y"":710,""dx"":-3,""dy"":-111,""t"":11121},{""x"":516,""y"":684,""dx"":25,""dy"":-137,""t"":11156},{""x"":500,""y"":715,""dx"":9,""dy"":-106,""t"":11190},{""x"":487,""y"":699,""dx"":-4,""dy"":-122,""t"":11224},{""x"":474,""y"":705,""dx"":-17,""dy"":-116,""t"":11255},{""x"":459,""y"":731,""dx"":-32,""dy"":-90,""t"":11291},{""x"":470,""y"":741,""dx"":-21,""dy"":-80,""t"":11326},{""x"":490,""y"":764,""dx"":-1,""dy"":-57,""t"":11359},{""x"":467,""y"":740,""dx"":-24,""dy"":-81,""t"":11394},{""x"":482,""y"":731,""dx"":-9,""dy"":-90,""t"":11427},{""x"":506,""y"":694,""dx"":15,""dy"":-127,""t"":11462},{""x"":504,""y"":667,""dx"":13,""dy"":-154,""t"":11496},{""x"":495,""y"":670,""dx"":4,""dy"":-151,""t"":11530},{""x"":507,""y"":637,""dx"":16,""dy"":-184,""t"":11564},{""x"":497,""y"":640,""dx"":6,""dy"":-181,""t"":11599},{""x"":482,""y"":675,""dx"":-9,""dy"":-146,""t"":11632},{""x"":473,""y"":697,""dx"":-18,""dy"":-124,""t"":11667},{""x"":452,""y"":721,""dx"":-39,""dy"":-100,""t"":11700},{""x"":455,""y"":737,""dx"":-36,""dy"":-84,""t"":11734},{""x"":460,""y"":759,""dx"":-31,""dy"":-62,""t"":11769},{""x"":469,""y"":766,""dx"":-22,""dy"":-55,""t"":11802},{""x"":467,""y"":749,""dx"":-24,""dy"":-72,""t"":11836},{""x"":458,""y"":765,""dx"":-33,""dy"":-56,""t"":11870},{""x"":450,""y"":766,""dx"":-41,""dy"":-55,""t"":11904},{""x"":437,""y"":758,""dx"":-54,""dy"":-63,""t"":11938},{""x"":469,""y"":743,""dx"":-22,""dy"":-78,""t"":11971},{""x"":454,""y"":757,""dx"":-37,""dy"":-64,""t"":12005}],[{""x"":1242,""y"":623,""dx"":-209,""dy"":-198,""t"":13060},{""x"":1216,""y"":648,""dx"":-235,""dy"":-173,""t"":13094},{""x"":1230,""y"":652,""dx"":-221,""dy"":-169,""t"":13129},{""x"":1240,""y"":622,""dx"":-211,""dy"":-199,""t"":13162},{""x"":1247,""y"":621,""dx"":-204,""dy"":-200,""t"":13195},{""x"":1188,""y"":669,""dx"":-263,""dy"":-152,""t"":13230},{""x"":1113,""y"":699,""dx"":-338,""dy"":-122,""t"":13261},{""x"":1144,""y"":713,""dx"":-307,""dy"":-108,""t"":13299},{""x"":1212,""y"":671,""dx"":-239,""dy"":-150,""t"":13332},{""x"":1248,""y"":664,""dx"":-203,""dy"":-157,""t"":13365},{""x"":1230,""y"":684,""dx"":-221,""dy"":-137,""t"":13400},{""x"":1244,""y"":682,""dx"":-207,""dy"":-139,""t"":13433},{""x"":1282,""y"":634,""dx"":-169,""dy"":-187,""t"":13468},{""x"":1288,""y"":642,""dx"":-163,""dy"":-179,""t"":13502},{""x"":1293,""y"":606,""dx"":-158,""dy"":-215,""t"":13535},{""x"":1314,""y"":606,""dx"":-137,""dy"":-215,""t"":13570},{""x"":1337,""y"":633,""dx"":-114,""dy"":-188,""t"":13603},{""x"":1366,""y"":662,""dx"":-85,""dy"":-159,""t"":13638},{""x"":1369,""y"":656,""dx"":-82,""dy"":-165,""t"":13671},{""x"":1368,""y"":689,""dx"":-83,""dy"":-132,""t"":13706},{""x"":1384,""y"":693,""dx"":-67,""dy"":-128,""t"":13740},{""x"":1367,""y"":670,""dx"":-84,""dy"":-151,""t"":13775},{""x"":1363,""y"":700,""dx"":-88,""dy"":-121,""t"":13808},{""x"":1345,""y"":690,""dx"":-106,""dy"":-131,""t"":13843},{""x"":1321,""y"":717,""dx"":-130,""dy"":-104,""t"":13876},{""x"":1310,""y"":716,""dx"":-141,""dy"":-105,""t"":13911},{""x"":1313,""y"":740,""dx"":-138,""dy"":-81,""t"":13944},{""x"":1307,""y"":765,""dx"":-144,""dy"":-56,""t"":13977},{""x"":1327,""y"":768,""dx"":-124,""dy"":-53,""t"":14012},{""x"":1322,""y"":788,""dx"":-129,""dy"":-33,""t"":14046},{""x"":1321,""y"":808,""dx"":-130,""dy"":-13,""t"":14079},{""x"":1327,""y"":764,""dx"":-124,""dy"":-57,""t"":14114},{""x"":1337,""y"":772,""dx"":-114,""dy"":-49,""t"":14148},{""x"":1325,""y"":742,""dx"":-126,""dy"":-79,""t"":14181},{""x"":1321,""y"":749,""dx"":-130,""dy"":-72,""t"":14216},{""x"":1331,""y"":711,""dx"":-120,""dy"":-110,""t"":14250},{""x"":1350,""y"":704,""dx"":-101,""dy"":-117,""t"":14284},{""x"":1338,""y"":675,""dx"":-113,""dy"":-146,""t"":14318},{""x"":1343,""y"":672,""dx"":-108,""dy"":-149,""t"":14351},{""x"":1329,""y"":675,""dx"":-122,""dy"":-146,""t"":14387},{""x"":1317,""y"":679,""dx"":-134,""dy"":-142,""t"":14418},{""x"":1329,""y"":700,""dx"":-122,""dy"":-121,""t"":14454},{""x"":1357,""y"":695,""dx"":-94,""dy"":-126,""t"":14488},{""x"":1372,""y"":695,""dx"":-79,""dy"":-126,""t"":14521},{""x"":1382,""y"":692,""dx"":-69,""dy"":-129,""t"":14555},{""x"":1384,""y"":716,""dx"":-67,""dy"":-105,""t"":14590},{""x"":1377,""y"":737,""dx"":-74,""dy"":-84,""t"":14624},{""x"":1373,""y"":733,""dx"":-78,""dy"":-88,""t"":14658},{""x"":1373,""y"":713,""dx"":-78,""dy"":-108,""t"":14692},{""x"":1350,""y"":708,""dx"":-101,""dy"":-113,""t"":14726},{""x"":1372,""y"":728,""dx"":-79,""dy"":-93,""t"":14760},{""x"":1357,""y"":680,""dx"":-94,""dy"":-141,""t"":14794},{""x"":1365,""y"":668,""dx"":-86,""dy"":-153,""t"":14826},{""x"":1374,""y"":672,""dx"":-77,""dy"":-149,""t"":14861},{""x"":1372,""y"":625,""dx"":-79,""dy"":-196,""t"":14896},{""x"":1323,""y"":676,""dx"":-128,""dy"":-145,""t"":14930},{""x"":1314,""y"":715,""dx"":-137,""dy"":-106,""t"":14964},{""x"":1326,""y"":704,""dx"":-125,""dy"":-117,""t"":14998},{""x"":1327,""y"":737,""dx"":-124,""dy"":-84,""t"":15031}]]","[91.66666666666666,91.52542372881356,91.66666666666666,100,69.49152542372882]","[{""x"":44.45,""y"":114.56666666666666,""r"":57.98404314869272},{""x"":-12.23728813559322,""y"":59.728813559322035,""r"":68.45197017344539},{""x"":23.683333333333334,""y"":35.38333333333333,""r"":101.96587724940156},{""x"":-3.0847457627118646,""y"":-88,""r"":38.14788878997674},{""x"":-135.8135593220339,""y"":-128.32203389830508,""r"":63.53968058096405}]","[[25,25],[75,25],[50,50],[25,75],[75,75]]","29.41","validate","recalibration","","","","","","","","",""
"","html-keyboard-response","14","380668","0.0-6.0-0.0","","","","","7481"," ","","<p>识别实验（两个刺激物）：每个试验都以 500 毫秒的固定时间开始，然后会有一个 500 毫秒的fixation，接下来是100毫秒的单个项目展示，500毫秒的空白间隔后，会呈现一个两个项目的阵列。</p> <p>实验要求：记忆单个项目，并在多个项目阵列中快速找到，左边按数字键盘的 "" 4 "" ,右边按 "" 6 "" ,不存在或者不记得的选择 "" 5 ""。</p><p>按""space""键继续。</p>","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","381980","0.0-6.0-1.0","","","","","796"," ","","<p>要求：记忆项目的形状。</p><p>按"" ""键继续，实验开始。</p>","","","","","","","","","","","","","","","","",""
"","canvas-keyboard-response","16","383008","0.0-6.0-2.0-0.0","","","","","null","null","","","","","","","","","recognition","","[""4"",""6"",""5"",""4"",""6"",""5"",""4"",""5"",""5"",""4"",""6"",""6"",""5"",""6"",""5"",""6"",""4"",""4"",""6"",""5"",""5"",""4"",""4"",""4"",""4"",""6"",""5"",""4"",""6"",""5"",""6"",""5"",""6"",""5"",""6"",""4""]","500","","","","","","",""
"","canvas-keyboard-response","17","383119","0.0-6.0-2.0-1.0","","","","","null","null","","","","","","","","","recognition","","[""4"",""6"",""5"",""4"",""6"",""5"",""4"",""5"",""5"",""4"",""6"",""6"",""5"",""6"",""5"",""6"",""4"",""4"",""6"",""5"",""5"",""4"",""4"",""4"",""4"",""6"",""5"",""4"",""6"",""5"",""6"",""5"",""6"",""5"",""6"",""4""]","500","","","","","","",""
"","canvas-keyboard-response","18","384063","0.0-6.0-2.0-2.0","","","","","426","4","","[""circle"",""rect_1""]","","","","","","","","","","","[{""x"":1028,""y"":572,""t"":5},{""x"":980,""y"":530,""t"":43},{""x"":947,""y"":501,""t"":72},{""x"":905,""y"":443,""t"":118},{""x"":856,""y"":423,""t"":143},{""x"":832,""y"":397,""t"":173},{""x"":810,""y"":359,""t"":218},{""x"":784,""y"":392,""t"":242},{""x"":786,""y"":373,""t"":285},{""x"":739,""y"":373,""t"":309},{""x"":696,""y"":372,""t"":350},{""x"":661,""y"":343,""t"":378}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","2","circle","4","true","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":80,""height"":80,""top"":460,""right"":890,""bottom"":540,""left"":810}]"
"","canvas-keyboard-response","19","385086","0.0-6.0-2.0-0.1","","","","","null","null","","","","","","","","","recognition","","[""4"",""6"",""5"",""4"",""6"",""5"",""4"",""5"",""5"",""4"",""6"",""6"",""5"",""6"",""5"",""6"",""4"",""4"",""6"",""5"",""5"",""4"",""4"",""4"",""4"",""6"",""5"",""4"",""6"",""5"",""6"",""5"",""6"",""5"",""6"",""4""]","500","","","","","","",""
"","canvas-keyboard-response","20","385198","0.0-6.0-2.0-1.1","","","","","null","null","","","","","","","","","recognition","","[""4"",""6"",""5"",""4"",""6"",""5"",""4"",""5"",""5"",""4"",""6"",""6"",""5"",""6"",""5"",""6"",""4"",""4"",""6"",""5"",""5"",""4"",""4"",""4"",""4"",""6"",""5"",""4"",""6"",""5"",""6"",""5"",""6"",""5"",""6"",""4""]","500","","","","","","",""
"","canvas-keyboard-response","21","386177","0.0-6.0-2.0-2.1","","","","","458","6","","[""rect_1"",""triangle""]","","","","","","","","","","","[{""x"":656,""y"":336,""t"":4},{""x"":640,""y"":347,""t"":39},{""x"":677,""y"":358,""t"":74},{""x"":664,""y"":368,""t"":103},{""x"":680,""y"":395,""t"":155},{""x"":708,""y"":419,""t"":179},{""x"":716,""y"":435,""t"":206},{""x"":753,""y"":449,""t"":246},{""x"":754,""y"":445,""t"":275},{""x"":853,""y"":427,""t"":313},{""x"":884,""y"":402,""t"":341},{""x"":894,""y"":378,""t"":377},{""x"":990,""y"":366,""t"":425}]","{""#container"":{""x"":410,""y"":54.390625,""width"":1100,""height"":1000,""top"":54.390625,""right"":1510,""bottom"":1054.390625,""left"":410}}","2","triangle","6","true","[{""x"":250,""y"":500,""width"":80,""height"":80,""top"":460,""right"":290,""bottom"":540,""left"":210},{""x"":850,""y"":500,""width"":92,""height"":92,""top"":454,""right"":896,""bottom"":546,""left"":804}]"
"","canvas-keyboard-response","22","387198","0.0-6.0-2.0-0.2","","","","","null","null","","","","","","","","","recognition","","[""4"",""6"",""5"",""4"",""6"",""5"",""4"",""5"",""5"",""4"",""6"",""6"",""5"",""6"",""5"",""6"",""4"",""4"",""6"",""5"",""5"",""4"",""4"",""4"",""4"",""6"",""5"",""4"",""6"",""5"",""6"",""5"",""6"",""5"",""6"",""4""]","500","","","","","","",""
"","canvas-keyboard-response","23","387312","0.0-6.0-2.0-1.2","","","","","null","null","","","","","","","","","recognition","","[""4"",""6"",""5"",""4"",""6"",""5"",""4"",""5"",""5"",""4"",""6"",""6"",""5"",""6"",""5"",""6"",""4"",""4"",""6"",""5"",""5"",""4"",""4"",""4"",""4"",""6"",""5"",""4"",""6"",""5"",""6"",""5"",""6"",""5"",""6"",""4""]","500","","","","","","",""
